"ID","day","cytokine","sex","group","value","LOD","fold_change_baseline","NHP","virus","baseline","inf_status","exp","bites_of_the_day","bites_of_yesterday","cumul_bites_up_to_daym1","cumul_bites_2_previous_days","cumul_bites_3_previous_days","cumul_bites_4_previous_days","cumul_bites_7_previous_days"
"6321",8,"TNF.alpha","M","Squirrel.Dengue virus",14.46,14.46,NA,"Squirrel","Dengue virus",14.46,"Control","denv_squirrel",8,0,23,0,0,11,19
"6321",8,"IP.10","M","Squirrel.Dengue virus",4.35,4.35,NA,"Squirrel","Dengue virus",4.35,"Control","denv_squirrel",8,0,23,0,0,11,19
"6321",8,"IL.2","M","Squirrel.Dengue virus",43.77,43.77,NA,"Squirrel","Dengue virus",43.77,"Control","denv_squirrel",8,0,23,0,0,11,19
"6321",8,"IL.4","M","Squirrel.Dengue virus",38.97,38.97,NA,"Squirrel","Dengue virus",38.97,"Control","denv_squirrel",8,0,23,0,0,11,19
"6321",8,"EGF","M","Squirrel.Dengue virus",3.29,3.29,1,"Squirrel","Dengue virus",3.29,"Control","denv_squirrel",8,0,23,0,0,11,19
"6321",8,"IL.12","M","Squirrel.Dengue virus",110.63,110.63,NA,"Squirrel","Dengue virus",110.63,"Control","denv_squirrel",8,0,23,0,0,11,19
"6321",8,"IL.6","M","Squirrel.Dengue virus",7.71,7.71,NA,"Squirrel","Dengue virus",7.71,"Control","denv_squirrel",8,0,23,0,0,11,19
"6321",8,"I.TAC","M","Squirrel.Dengue virus",48.71,32.04,0.972255489021956,"Squirrel","Dengue virus",50.1,"Control","denv_squirrel",8,0,23,0,0,11,19
"6321",8,"IL.5","M","Squirrel.Dengue virus",6.39,6.39,NA,"Squirrel","Dengue virus",6.39,"Control","denv_squirrel",8,0,23,0,0,11,19
"6321",8,"MDC","M","Squirrel.Dengue virus",398.11,295.16,1.21105466492258,"Squirrel","Dengue virus",328.73,"Control","denv_squirrel",8,0,23,0,0,11,19
"6321",8,"IL.1B","M","Squirrel.Dengue virus",12.14,12.14,NA,"Squirrel","Dengue virus",12.14,"Control","denv_squirrel",8,0,23,0,0,11,19
"6321",8,"Eotaxin","M","Squirrel.Dengue virus",2.39,2.39,NA,"Squirrel","Dengue virus",2.39,"Control","denv_squirrel",8,0,23,0,0,11,19
"6321",8,"IL.10","M","Squirrel.Dengue virus",13.57,13.57,NA,"Squirrel","Dengue virus",13.57,"Control","denv_squirrel",8,0,23,0,0,11,19
"6321",8,"MIG","M","Squirrel.Dengue virus",23.59,23.59,NA,"Squirrel","Dengue virus",23.59,"Control","denv_squirrel",8,0,23,0,0,11,19
"6321",8,"IFN.g","M","Squirrel.Dengue virus",15.43,15.43,NA,"Squirrel","Dengue virus",15.43,"Control","denv_squirrel",8,0,23,0,0,11,19
"6541",-7,"Eotaxin","M","Squirrel.Dengue virus",2.39,2.39,NA,"Squirrel","Dengue virus",2.39,"Control","denv_squirrel",0,0,0,0,0,0,0
"6541",-7,"TNF.alpha","M","Squirrel.Dengue virus",14.46,14.46,NA,"Squirrel","Dengue virus",14.46,"Control","denv_squirrel",0,0,0,0,0,0,0
"6541",-7,"IL.1B","M","Squirrel.Dengue virus",12.14,12.14,NA,"Squirrel","Dengue virus",12.14,"Control","denv_squirrel",0,0,0,0,0,0,0
"6541",-7,"IP.10","M","Squirrel.Dengue virus",4.35,4.35,NA,"Squirrel","Dengue virus",4.35,"Control","denv_squirrel",0,0,0,0,0,0,0
"6541",-7,"RANTES","M","Squirrel.Dengue virus",8.68,8.68,1,"Squirrel","Dengue virus",8.68,"Control","denv_squirrel",0,0,0,0,0,0,0
"6541",-7,"HGF","M","Squirrel.Dengue virus",70.66,70.66,NA,"Squirrel","Dengue virus",70.66,"Control","denv_squirrel",0,0,0,0,0,0,0
"6541",-7,"EGF","M","Squirrel.Dengue virus",3.29,3.29,1,"Squirrel","Dengue virus",3.29,"Control","denv_squirrel",0,0,0,0,0,0,0
"6541",-7,"IL.6","M","Squirrel.Dengue virus",7.71,7.71,NA,"Squirrel","Dengue virus",7.71,"Control","denv_squirrel",0,0,0,0,0,0,0
"6541",-7,"G.CSF","M","Squirrel.Dengue virus",113.59,113.59,NA,"Squirrel","Dengue virus",113.59,"Control","denv_squirrel",0,0,0,0,0,0,0
"6541",-7,"MIG","M","Squirrel.Dengue virus",23.59,23.59,NA,"Squirrel","Dengue virus",23.59,"Control","denv_squirrel",0,0,0,0,0,0,0
"6541",-7,"MIF","M","Squirrel.Dengue virus",63.84,8.24,1,"Squirrel","Dengue virus",63.84,"Control","denv_squirrel",0,0,0,0,0,0,0
"6541",-7,"IL.10","M","Squirrel.Dengue virus",13.57,13.57,NA,"Squirrel","Dengue virus",13.57,"Control","denv_squirrel",0,0,0,0,0,0,0
"6541",-7,"IL.RA","M","Squirrel.Dengue virus",55.49,55.49,NA,"Squirrel","Dengue virus",55.49,"Control","denv_squirrel",0,0,0,0,0,0,0
"6541",-7,"GM.CSF","M","Squirrel.Dengue virus",17,17,NA,"Squirrel","Dengue virus",17,"Control","denv_squirrel",0,0,0,0,0,0,0
"6541",-7,"MIP.1B","M","Squirrel.Dengue virus",32.57,32.57,1,"Squirrel","Dengue virus",32.57,"Control","denv_squirrel",0,0,0,0,0,0,0
"6541",-7,"MIP.1a","M","Squirrel.Dengue virus",28.4,28.4,NA,"Squirrel","Dengue virus",28.4,"Control","denv_squirrel",0,0,0,0,0,0,0
"6541",-7,"IL.2","M","Squirrel.Dengue virus",43.77,43.77,NA,"Squirrel","Dengue virus",43.77,"Control","denv_squirrel",0,0,0,0,0,0,0
"6541",-7,"IL.8","M","Squirrel.Dengue virus",11.66,11.66,NA,"Squirrel","Dengue virus",11.66,"Control","denv_squirrel",0,0,0,0,0,0,0
"6541",-7,"IL.15","M","Squirrel.Dengue virus",76.04,76.04,NA,"Squirrel","Dengue virus",76.04,"Control","denv_squirrel",0,0,0,0,0,0,0
"6541",-7,"IL.4","M","Squirrel.Dengue virus",38.97,38.97,NA,"Squirrel","Dengue virus",38.97,"Control","denv_squirrel",0,0,0,0,0,0,0
"6541",-7,"IFN.g","M","Squirrel.Dengue virus",15.43,15.43,NA,"Squirrel","Dengue virus",15.43,"Control","denv_squirrel",0,0,0,0,0,0,0
"6541",-7,"I.TAC","M","Squirrel.Dengue virus",36.12,32.04,1,"Squirrel","Dengue virus",36.12,"Control","denv_squirrel",0,0,0,0,0,0,0
"6541",-7,"IL.12","M","Squirrel.Dengue virus",110.63,110.63,NA,"Squirrel","Dengue virus",110.63,"Control","denv_squirrel",0,0,0,0,0,0,0
"6541",-7,"VEGF","M","Squirrel.Dengue virus",0.96,0.96,NA,"Squirrel","Dengue virus",0.96,"Control","denv_squirrel",0,0,0,0,0,0,0
"6541",-7,"IL.17","M","Squirrel.Dengue virus",31.32,31.32,NA,"Squirrel","Dengue virus",31.32,"Control","denv_squirrel",0,0,0,0,0,0,0
"6541",-7,"MDC","M","Squirrel.Dengue virus",295.16,295.16,NA,"Squirrel","Dengue virus",295.16,"Control","denv_squirrel",0,0,0,0,0,0,0
"6541",-7,"IL.5","M","Squirrel.Dengue virus",6.39,6.39,NA,"Squirrel","Dengue virus",6.39,"Control","denv_squirrel",0,0,0,0,0,0,0
"6541",-7,"MCP.1","M","Squirrel.Dengue virus",20.12,20.12,NA,"Squirrel","Dengue virus",20.12,"Control","denv_squirrel",0,0,0,0,0,0,0
"6541",-7,"TGFbeta","M","Squirrel.Dengue virus",2.91,2.91,NA,"Squirrel","Dengue virus",2.91,"Control","denv_squirrel",0,0,0,0,0,0,0
"6541",1,"TGFbeta","M","Squirrel.Dengue virus",2.91,2.91,NA,"Squirrel","Dengue virus",2.91,"Control","denv_squirrel",11,2,2,2,2,2,2
"6541",1,"IL.RA","M","Squirrel.Dengue virus",55.49,55.49,NA,"Squirrel","Dengue virus",55.49,"Control","denv_squirrel",11,2,2,2,2,2,2
"6541",1,"MIG","M","Squirrel.Dengue virus",23.59,23.59,NA,"Squirrel","Dengue virus",23.59,"Control","denv_squirrel",11,2,2,2,2,2,2
"6541",1,"MIP.1a","M","Squirrel.Dengue virus",28.4,28.4,NA,"Squirrel","Dengue virus",28.4,"Control","denv_squirrel",11,2,2,2,2,2,2
"6541",1,"IP.10","M","Squirrel.Dengue virus",4.35,4.35,NA,"Squirrel","Dengue virus",4.35,"Control","denv_squirrel",11,2,2,2,2,2,2
"6541",1,"IL.10","M","Squirrel.Dengue virus",13.57,13.57,NA,"Squirrel","Dengue virus",13.57,"Control","denv_squirrel",11,2,2,2,2,2,2
"6541",1,"IL.4","M","Squirrel.Dengue virus",38.97,38.97,NA,"Squirrel","Dengue virus",38.97,"Control","denv_squirrel",11,2,2,2,2,2,2
"6541",1,"MIP.1B","M","Squirrel.Dengue virus",99.6,32.57,3.05802886091495,"Squirrel","Dengue virus",32.57,"Control","denv_squirrel",11,2,2,2,2,2,2
"6541",1,"IL.17","M","Squirrel.Dengue virus",31.32,31.32,NA,"Squirrel","Dengue virus",31.32,"Control","denv_squirrel",11,2,2,2,2,2,2
"6541",1,"MDC","M","Squirrel.Dengue virus",295.16,295.16,NA,"Squirrel","Dengue virus",295.16,"Control","denv_squirrel",11,2,2,2,2,2,2
"6541",1,"I.TAC","M","Squirrel.Dengue virus",47.94,32.04,1.32724252491694,"Squirrel","Dengue virus",36.12,"Control","denv_squirrel",11,2,2,2,2,2,2
"6541",1,"IL.15","M","Squirrel.Dengue virus",76.04,76.04,NA,"Squirrel","Dengue virus",76.04,"Control","denv_squirrel",11,2,2,2,2,2,2
"6541",1,"G.CSF","M","Squirrel.Dengue virus",113.59,113.59,NA,"Squirrel","Dengue virus",113.59,"Control","denv_squirrel",11,2,2,2,2,2,2
"6541",1,"MCP.1","M","Squirrel.Dengue virus",20.12,20.12,NA,"Squirrel","Dengue virus",20.12,"Control","denv_squirrel",11,2,2,2,2,2,2
"6541",1,"IFN.g","M","Squirrel.Dengue virus",15.43,15.43,NA,"Squirrel","Dengue virus",15.43,"Control","denv_squirrel",11,2,2,2,2,2,2
"6541",1,"TNF.alpha","M","Squirrel.Dengue virus",14.46,14.46,NA,"Squirrel","Dengue virus",14.46,"Control","denv_squirrel",11,2,2,2,2,2,2
"6541",1,"IL.5","M","Squirrel.Dengue virus",6.39,6.39,NA,"Squirrel","Dengue virus",6.39,"Control","denv_squirrel",11,2,2,2,2,2,2
"6541",1,"EGF","M","Squirrel.Dengue virus",3.54,3.29,1.07598784194529,"Squirrel","Dengue virus",3.29,"Control","denv_squirrel",11,2,2,2,2,2,2
"6541",1,"MIF","M","Squirrel.Dengue virus",215.52,8.24,3.37593984962406,"Squirrel","Dengue virus",63.84,"Control","denv_squirrel",11,2,2,2,2,2,2
"6541",1,"Eotaxin","M","Squirrel.Dengue virus",2.39,2.39,NA,"Squirrel","Dengue virus",2.39,"Control","denv_squirrel",11,2,2,2,2,2,2
"6541",1,"IL.8","M","Squirrel.Dengue virus",11.66,11.66,NA,"Squirrel","Dengue virus",11.66,"Control","denv_squirrel",11,2,2,2,2,2,2
"6541",1,"IL.6","M","Squirrel.Dengue virus",7.71,7.71,NA,"Squirrel","Dengue virus",7.71,"Control","denv_squirrel",11,2,2,2,2,2,2
"6541",1,"RANTES","M","Squirrel.Dengue virus",15.42,8.68,1.77649769585253,"Squirrel","Dengue virus",8.68,"Control","denv_squirrel",11,2,2,2,2,2,2
"6541",1,"VEGF","M","Squirrel.Dengue virus",0.96,0.96,NA,"Squirrel","Dengue virus",0.96,"Control","denv_squirrel",11,2,2,2,2,2,2
"6541",1,"IL.2","M","Squirrel.Dengue virus",43.77,43.77,NA,"Squirrel","Dengue virus",43.77,"Control","denv_squirrel",11,2,2,2,2,2,2
"6541",1,"IL.12","M","Squirrel.Dengue virus",110.63,110.63,NA,"Squirrel","Dengue virus",110.63,"Control","denv_squirrel",11,2,2,2,2,2,2
"6541",1,"GM.CSF","M","Squirrel.Dengue virus",17,17,NA,"Squirrel","Dengue virus",17,"Control","denv_squirrel",11,2,2,2,2,2,2
"6541",1,"IL.1B","M","Squirrel.Dengue virus",12.14,12.14,NA,"Squirrel","Dengue virus",12.14,"Control","denv_squirrel",11,2,2,2,2,2,2
"6541",1,"HGF","M","Squirrel.Dengue virus",70.66,70.66,NA,"Squirrel","Dengue virus",70.66,"Control","denv_squirrel",11,2,2,2,2,2,2
"6541",3,"IL.15","M","Squirrel.Dengue virus",76.04,76.04,NA,"Squirrel","Dengue virus",76.04,"Control","denv_squirrel",14,0,13,11,13,13,13
"6541",3,"TGFbeta","M","Squirrel.Dengue virus",2.91,2.91,NA,"Squirrel","Dengue virus",2.91,"Control","denv_squirrel",14,0,13,11,13,13,13
"6541",3,"MDC","M","Squirrel.Dengue virus",295.16,295.16,NA,"Squirrel","Dengue virus",295.16,"Control","denv_squirrel",14,0,13,11,13,13,13
"6541",3,"IL.12","M","Squirrel.Dengue virus",110.63,110.63,NA,"Squirrel","Dengue virus",110.63,"Control","denv_squirrel",14,0,13,11,13,13,13
"6541",3,"IL.RA","M","Squirrel.Dengue virus",55.49,55.49,NA,"Squirrel","Dengue virus",55.49,"Control","denv_squirrel",14,0,13,11,13,13,13
"6541",3,"VEGF","M","Squirrel.Dengue virus",0.96,0.96,NA,"Squirrel","Dengue virus",0.96,"Control","denv_squirrel",14,0,13,11,13,13,13
"6541",3,"IL.8","M","Squirrel.Dengue virus",11.66,11.66,NA,"Squirrel","Dengue virus",11.66,"Control","denv_squirrel",14,0,13,11,13,13,13
"6541",3,"IL.6","M","Squirrel.Dengue virus",7.71,7.71,NA,"Squirrel","Dengue virus",7.71,"Control","denv_squirrel",14,0,13,11,13,13,13
"6541",3,"IL.2","M","Squirrel.Dengue virus",43.77,43.77,NA,"Squirrel","Dengue virus",43.77,"Control","denv_squirrel",14,0,13,11,13,13,13
"6541",3,"Eotaxin","M","Squirrel.Dengue virus",2.39,2.39,NA,"Squirrel","Dengue virus",2.39,"Control","denv_squirrel",14,0,13,11,13,13,13
"6541",3,"G.CSF","M","Squirrel.Dengue virus",113.59,113.59,NA,"Squirrel","Dengue virus",113.59,"Control","denv_squirrel",14,0,13,11,13,13,13
"6541",3,"IP.10","M","Squirrel.Dengue virus",4.35,4.35,NA,"Squirrel","Dengue virus",4.35,"Control","denv_squirrel",14,0,13,11,13,13,13
"6541",3,"IL.10","M","Squirrel.Dengue virus",13.57,13.57,NA,"Squirrel","Dengue virus",13.57,"Control","denv_squirrel",14,0,13,11,13,13,13
"6541",3,"IL.5","M","Squirrel.Dengue virus",6.39,6.39,NA,"Squirrel","Dengue virus",6.39,"Control","denv_squirrel",14,0,13,11,13,13,13
"6541",3,"MIP.1a","M","Squirrel.Dengue virus",28.4,28.4,NA,"Squirrel","Dengue virus",28.4,"Control","denv_squirrel",14,0,13,11,13,13,13
"6541",3,"IL.4","M","Squirrel.Dengue virus",38.97,38.97,NA,"Squirrel","Dengue virus",38.97,"Control","denv_squirrel",14,0,13,11,13,13,13
"6541",3,"I.TAC","M","Squirrel.Dengue virus",42.06,32.04,1.16445182724253,"Squirrel","Dengue virus",36.12,"Control","denv_squirrel",14,0,13,11,13,13,13
"6541",3,"IL.1B","M","Squirrel.Dengue virus",12.14,12.14,NA,"Squirrel","Dengue virus",12.14,"Control","denv_squirrel",14,0,13,11,13,13,13
"6541",3,"RANTES","M","Squirrel.Dengue virus",15,8.68,1.72811059907834,"Squirrel","Dengue virus",8.68,"Control","denv_squirrel",14,0,13,11,13,13,13
"6541",3,"EGF","M","Squirrel.Dengue virus",3.29,3.29,1,"Squirrel","Dengue virus",3.29,"Control","denv_squirrel",14,0,13,11,13,13,13
"6541",3,"IFN.g","M","Squirrel.Dengue virus",15.43,15.43,NA,"Squirrel","Dengue virus",15.43,"Control","denv_squirrel",14,0,13,11,13,13,13
"6541",3,"IL.17","M","Squirrel.Dengue virus",31.32,31.32,NA,"Squirrel","Dengue virus",31.32,"Control","denv_squirrel",14,0,13,11,13,13,13
"6541",3,"MCP.1","M","Squirrel.Dengue virus",20.12,20.12,NA,"Squirrel","Dengue virus",20.12,"Control","denv_squirrel",14,0,13,11,13,13,13
"6541",3,"MIF","M","Squirrel.Dengue virus",277.32,8.24,4.34398496240601,"Squirrel","Dengue virus",63.84,"Control","denv_squirrel",14,0,13,11,13,13,13
"6541",3,"GM.CSF","M","Squirrel.Dengue virus",17,17,NA,"Squirrel","Dengue virus",17,"Control","denv_squirrel",14,0,13,11,13,13,13
"6541",3,"MIP.1B","M","Squirrel.Dengue virus",135.54,32.57,4.16149831132944,"Squirrel","Dengue virus",32.57,"Control","denv_squirrel",14,0,13,11,13,13,13
"6541",3,"TNF.alpha","M","Squirrel.Dengue virus",14.46,14.46,NA,"Squirrel","Dengue virus",14.46,"Control","denv_squirrel",14,0,13,11,13,13,13
"6541",3,"MIG","M","Squirrel.Dengue virus",23.59,23.59,NA,"Squirrel","Dengue virus",23.59,"Control","denv_squirrel",14,0,13,11,13,13,13
"6541",3,"HGF","M","Squirrel.Dengue virus",70.66,70.66,NA,"Squirrel","Dengue virus",70.66,"Control","denv_squirrel",14,0,13,11,13,13,13
"6541",5,"MCP.1","M","Squirrel.Dengue virus",20.12,20.12,NA,"Squirrel","Dengue virus",20.12,"Control","denv_squirrel",12,0,27,14,14,25,27
"6541",5,"VEGF","M","Squirrel.Dengue virus",0.96,0.96,NA,"Squirrel","Dengue virus",0.96,"Control","denv_squirrel",12,0,27,14,14,25,27
"6541",5,"IL.RA","M","Squirrel.Dengue virus",55.49,55.49,NA,"Squirrel","Dengue virus",55.49,"Control","denv_squirrel",12,0,27,14,14,25,27
"6541",5,"IP.10","M","Squirrel.Dengue virus",4.35,4.35,NA,"Squirrel","Dengue virus",4.35,"Control","denv_squirrel",12,0,27,14,14,25,27
"6541",5,"EGF","M","Squirrel.Dengue virus",5.46,3.29,1.65957446808511,"Squirrel","Dengue virus",3.29,"Control","denv_squirrel",12,0,27,14,14,25,27
"6541",5,"IL.15","M","Squirrel.Dengue virus",76.04,76.04,NA,"Squirrel","Dengue virus",76.04,"Control","denv_squirrel",12,0,27,14,14,25,27
"6541",5,"I.TAC","M","Squirrel.Dengue virus",45.6,32.04,1.2624584717608,"Squirrel","Dengue virus",36.12,"Control","denv_squirrel",12,0,27,14,14,25,27
"6541",5,"IL.12","M","Squirrel.Dengue virus",110.63,110.63,NA,"Squirrel","Dengue virus",110.63,"Control","denv_squirrel",12,0,27,14,14,25,27
"6541",5,"MIP.1a","M","Squirrel.Dengue virus",28.4,28.4,NA,"Squirrel","Dengue virus",28.4,"Control","denv_squirrel",12,0,27,14,14,25,27
"6541",5,"MIG","M","Squirrel.Dengue virus",23.59,23.59,NA,"Squirrel","Dengue virus",23.59,"Control","denv_squirrel",12,0,27,14,14,25,27
"6541",5,"GM.CSF","M","Squirrel.Dengue virus",17,17,NA,"Squirrel","Dengue virus",17,"Control","denv_squirrel",12,0,27,14,14,25,27
"6541",5,"RANTES","M","Squirrel.Dengue virus",28.26,8.68,3.25576036866359,"Squirrel","Dengue virus",8.68,"Control","denv_squirrel",12,0,27,14,14,25,27
"6541",5,"Eotaxin","M","Squirrel.Dengue virus",2.39,2.39,NA,"Squirrel","Dengue virus",2.39,"Control","denv_squirrel",12,0,27,14,14,25,27
"6541",5,"IL.5","M","Squirrel.Dengue virus",6.39,6.39,NA,"Squirrel","Dengue virus",6.39,"Control","denv_squirrel",12,0,27,14,14,25,27
"6541",5,"IL.6","M","Squirrel.Dengue virus",7.71,7.71,NA,"Squirrel","Dengue virus",7.71,"Control","denv_squirrel",12,0,27,14,14,25,27
"6541",5,"TGFbeta","M","Squirrel.Dengue virus",2.91,2.91,NA,"Squirrel","Dengue virus",2.91,"Control","denv_squirrel",12,0,27,14,14,25,27
"6541",5,"HGF","M","Squirrel.Dengue virus",70.66,70.66,NA,"Squirrel","Dengue virus",70.66,"Control","denv_squirrel",12,0,27,14,14,25,27
"6541",5,"IL.2","M","Squirrel.Dengue virus",43.77,43.77,NA,"Squirrel","Dengue virus",43.77,"Control","denv_squirrel",12,0,27,14,14,25,27
"6541",5,"TNF.alpha","M","Squirrel.Dengue virus",14.46,14.46,NA,"Squirrel","Dengue virus",14.46,"Control","denv_squirrel",12,0,27,14,14,25,27
"6541",5,"IL.8","M","Squirrel.Dengue virus",11.66,11.66,NA,"Squirrel","Dengue virus",11.66,"Control","denv_squirrel",12,0,27,14,14,25,27
"6541",5,"MDC","M","Squirrel.Dengue virus",295.16,295.16,NA,"Squirrel","Dengue virus",295.16,"Control","denv_squirrel",12,0,27,14,14,25,27
"6541",5,"IL.4","M","Squirrel.Dengue virus",38.97,38.97,NA,"Squirrel","Dengue virus",38.97,"Control","denv_squirrel",12,0,27,14,14,25,27
"6541",5,"G.CSF","M","Squirrel.Dengue virus",113.59,113.59,NA,"Squirrel","Dengue virus",113.59,"Control","denv_squirrel",12,0,27,14,14,25,27
"6541",5,"IFN.g","M","Squirrel.Dengue virus",15.43,15.43,NA,"Squirrel","Dengue virus",15.43,"Control","denv_squirrel",12,0,27,14,14,25,27
"6541",5,"IL.17","M","Squirrel.Dengue virus",31.32,31.32,NA,"Squirrel","Dengue virus",31.32,"Control","denv_squirrel",12,0,27,14,14,25,27
"6541",5,"MIP.1B","M","Squirrel.Dengue virus",32.57,32.57,1,"Squirrel","Dengue virus",32.57,"Control","denv_squirrel",12,0,27,14,14,25,27
"6541",5,"IL.10","M","Squirrel.Dengue virus",13.57,13.57,NA,"Squirrel","Dengue virus",13.57,"Control","denv_squirrel",12,0,27,14,14,25,27
"6541",5,"IL.1B","M","Squirrel.Dengue virus",12.14,12.14,NA,"Squirrel","Dengue virus",12.14,"Control","denv_squirrel",12,0,27,14,14,25,27
"6541",5,"MIF","M","Squirrel.Dengue virus",130.38,8.24,2.04229323308271,"Squirrel","Dengue virus",63.84,"Control","denv_squirrel",12,0,27,14,14,25,27
"6541",7,"IL.6","M","Squirrel.Dengue virus",7.71,7.71,NA,"Squirrel","Dengue virus",7.71,"Control","denv_squirrel",15,0,39,12,12,26,39
"6541",7,"IL.15","M","Squirrel.Dengue virus",76.04,76.04,NA,"Squirrel","Dengue virus",76.04,"Control","denv_squirrel",15,0,39,12,12,26,39
"6541",7,"IL.2","M","Squirrel.Dengue virus",43.77,43.77,NA,"Squirrel","Dengue virus",43.77,"Control","denv_squirrel",15,0,39,12,12,26,39
"6541",7,"MDC","M","Squirrel.Dengue virus",295.16,295.16,NA,"Squirrel","Dengue virus",295.16,"Control","denv_squirrel",15,0,39,12,12,26,39
"6541",7,"IL.17","M","Squirrel.Dengue virus",31.32,31.32,NA,"Squirrel","Dengue virus",31.32,"Control","denv_squirrel",15,0,39,12,12,26,39
"6541",7,"IL.8","M","Squirrel.Dengue virus",11.66,11.66,NA,"Squirrel","Dengue virus",11.66,"Control","denv_squirrel",15,0,39,12,12,26,39
"6541",7,"IL.12","M","Squirrel.Dengue virus",110.63,110.63,NA,"Squirrel","Dengue virus",110.63,"Control","denv_squirrel",15,0,39,12,12,26,39
"6541",7,"EGF","M","Squirrel.Dengue virus",3.29,3.29,1,"Squirrel","Dengue virus",3.29,"Control","denv_squirrel",15,0,39,12,12,26,39
"6541",7,"TGFbeta","M","Squirrel.Dengue virus",2.91,2.91,NA,"Squirrel","Dengue virus",2.91,"Control","denv_squirrel",15,0,39,12,12,26,39
"6541",7,"IL.4","M","Squirrel.Dengue virus",38.97,38.97,NA,"Squirrel","Dengue virus",38.97,"Control","denv_squirrel",15,0,39,12,12,26,39
"6541",7,"IL.10","M","Squirrel.Dengue virus",13.57,13.57,NA,"Squirrel","Dengue virus",13.57,"Control","denv_squirrel",15,0,39,12,12,26,39
"6541",7,"IL.1B","M","Squirrel.Dengue virus",12.14,12.14,NA,"Squirrel","Dengue virus",12.14,"Control","denv_squirrel",15,0,39,12,12,26,39
"6541",7,"RANTES","M","Squirrel.Dengue virus",27.6,8.68,3.17972350230415,"Squirrel","Dengue virus",8.68,"Control","denv_squirrel",15,0,39,12,12,26,39
"6541",7,"TNF.alpha","M","Squirrel.Dengue virus",14.46,14.46,NA,"Squirrel","Dengue virus",14.46,"Control","denv_squirrel",15,0,39,12,12,26,39
"6541",7,"G.CSF","M","Squirrel.Dengue virus",113.59,113.59,NA,"Squirrel","Dengue virus",113.59,"Control","denv_squirrel",15,0,39,12,12,26,39
"6541",7,"IL.RA","M","Squirrel.Dengue virus",55.49,55.49,NA,"Squirrel","Dengue virus",55.49,"Control","denv_squirrel",15,0,39,12,12,26,39
"6541",7,"GM.CSF","M","Squirrel.Dengue virus",17,17,NA,"Squirrel","Dengue virus",17,"Control","denv_squirrel",15,0,39,12,12,26,39
"6541",7,"VEGF","M","Squirrel.Dengue virus",0.96,0.96,NA,"Squirrel","Dengue virus",0.96,"Control","denv_squirrel",15,0,39,12,12,26,39
"6541",7,"Eotaxin","M","Squirrel.Dengue virus",2.39,2.39,NA,"Squirrel","Dengue virus",2.39,"Control","denv_squirrel",15,0,39,12,12,26,39
"6541",7,"IP.10","M","Squirrel.Dengue virus",4.35,4.35,NA,"Squirrel","Dengue virus",4.35,"Control","denv_squirrel",15,0,39,12,12,26,39
"6541",7,"MIP.1B","M","Squirrel.Dengue virus",32.57,32.57,1,"Squirrel","Dengue virus",32.57,"Control","denv_squirrel",15,0,39,12,12,26,39
"6541",7,"MCP.1","M","Squirrel.Dengue virus",20.12,20.12,NA,"Squirrel","Dengue virus",20.12,"Control","denv_squirrel",15,0,39,12,12,26,39
"6541",7,"MIF","M","Squirrel.Dengue virus",143.46,8.24,2.24718045112782,"Squirrel","Dengue virus",63.84,"Control","denv_squirrel",15,0,39,12,12,26,39
"6541",7,"HGF","M","Squirrel.Dengue virus",70.66,70.66,NA,"Squirrel","Dengue virus",70.66,"Control","denv_squirrel",15,0,39,12,12,26,39
"6541",7,"MIG","M","Squirrel.Dengue virus",23.59,23.59,NA,"Squirrel","Dengue virus",23.59,"Control","denv_squirrel",15,0,39,12,12,26,39
"6541",7,"I.TAC","M","Squirrel.Dengue virus",44.46,32.04,1.23089700996678,"Squirrel","Dengue virus",36.12,"Control","denv_squirrel",15,0,39,12,12,26,39
"6541",7,"IFN.g","M","Squirrel.Dengue virus",15.43,15.43,NA,"Squirrel","Dengue virus",15.43,"Control","denv_squirrel",15,0,39,12,12,26,39
"6541",7,"MIP.1a","M","Squirrel.Dengue virus",28.4,28.4,NA,"Squirrel","Dengue virus",28.4,"Control","denv_squirrel",15,0,39,12,12,26,39
"6541",7,"IL.5","M","Squirrel.Dengue virus",6.39,6.39,NA,"Squirrel","Dengue virus",6.39,"Control","denv_squirrel",15,0,39,12,12,26,39
"NV259",-7,"G.CSF","F","Cyno.Dengue virus",117.45,113.59,1,"Cyno","Dengue virus",117.45,"Control","denv_cyno",0,0,0,0,0,0,0
"NV259",-7,"TNF.alpha","F","Cyno.Dengue virus",14.2,14.2,1,"Cyno","Dengue virus",14.2,"Control","denv_cyno",0,0,0,0,0,0,0
"NV259",-7,"IFN.g","F","Cyno.Dengue virus",28.96,14.44,1,"Cyno","Dengue virus",28.96,"Control","denv_cyno",0,0,0,0,0,0,0
"NV259",-7,"IP.10","F","Cyno.Dengue virus",4.38,4.38,1,"Cyno","Dengue virus",4.38,"Control","denv_cyno",0,0,0,0,0,0,0
"NV259",-7,"IL.8","F","Cyno.Dengue virus",11.68,11.68,NA,"Cyno","Dengue virus",11.68,"Control","denv_cyno",0,0,0,0,0,0,0
"NV259",-7,"IL.12","F","Cyno.Dengue virus",3090.37,112.39,1,"Cyno","Dengue virus",3090.37,"Control","denv_cyno",0,0,0,0,0,0,0
"NV259",-7,"VEGF","F","Cyno.Dengue virus",1.35,1.35,NA,"Cyno","Dengue virus",1.35,"Control","denv_cyno",0,0,0,0,0,0,0
